Timestamp,Action,User Address,Multisig Wallet,Nonce,zkVerify TxHash,Explorer Link
2026-01-23T11:32:49.989Z,LOGIN,0xf02225b8fb5874D7140C60BE4F068f0233025e84,,,0xf8f9bc0ce11567860cc5c54c76f76a203769320dd7209e1b6ab7ea4f47aa5b65,https://zkverify-testnet.subscan.io/tx/0xf8f9bc0ce11567860cc5c54c76f76a203769320dd7209e1b6ab7ea4f47aa5b65
2026-01-23T11:33:30.753Z,LOGIN,0x953f0CFc73C2bADc4f9242FF93CDD71B25df1b00,,,0x160b6ac6299976a524fd8591b2dc0f83a8d9e98ec8e9d98172ef207d702663c9,https://zkverify-testnet.subscan.io/tx/0x160b6ac6299976a524fd8591b2dc0f83a8d9e98ec8e9d98172ef207d702663c9
2026-01-23T11:36:14.239Z,APPROVE,0xf02225b8fb5874D7140C60BE4F068f0233025e84,0xfeda921d330d5844153e7290412a8ea86c9b3706,0,0xdd51bf30dad9c8f654440be94c58179f73618a73d1f1109c72dd9a29c8aaf50c,https://zkverify-testnet.subscan.io/tx/0xdd51bf30dad9c8f654440be94c58179f73618a73d1f1109c72dd9a29c8aaf50c
2026-01-23T11:36:57.206Z,APPROVE,0x953f0CFc73C2bADc4f9242FF93CDD71B25df1b00,0xfeda921d330d5844153e7290412a8ea86c9b3706,0,0x0d1227ec4462fd2b1a44739acf0e1a045a77d787458e98d0f2d63d8861aac9fb,https://zkverify-testnet.subscan.io/tx/0x0d1227ec4462fd2b1a44739acf0e1a045a77d787458e98d0f2d63d8861aac9fb
2026-01-23T11:39:52.271Z,EXECUTE,0x953f0CFc73C2bADc4f9242FF93CDD71B25df1b00,0xfeda921d330d5844153e7290412a8ea86c9b3706,0,PENDING,PENDING
